municipality,,coordinates,,iata_code,iso_country,,name,,icao_code
Nashville,,"-86.6781997680664, 36.1245002746582",,BNA,US,,Nashville International Airport,,KBNA
Burns,,"-118.955001831, 43.5918998718",,BNO,US,,Burns Municipal Airport,,KBNO
Boise,,"-116.223, 43.5644",,BOI,US,,Boise Air Terminal/Gowen Field,,KBOI
Boston,,"-71.00520325, 42.36429977",,BOS,US,,General Edward Lawrence Logan International Airport,,KBOS
Big Piney,,"-110.1110001, 42.58509827",,BPI,US,,Miley Memorial Field,,KBPI
Mountain Home,,"-92.47049713130001, 36.3689002991",,WMH,US,,Ozark Regional Airport,,KBPK
Beaumont/Port Arthur,,"-94.02069854736328, 29.9507999420166",,BPT,US,,Southeast Texas Regional Airport,,KBPT
Brunswick,,"-81.46649932861328, 31.258800506591797",,BQK,US,,Brunswick Golden Isles Airport,,KBQK
Brainerd,,"-94.13809967, 46.39830017",,BRD,US,,Brainerd Lakes Regional Airport,,KBRD
Burlington,,"-91.12550354003906, 40.783199310302734",,BRL,US,,Southeast Iowa Regional Airport,,KBRL
Brownsville,,"-97.4259033203125, 25.90679931640625",,BRO,US,,Brownsville South Padre Island International Airport,,KBRO
Battle Creek,,"-85.2515029907, 42.307300567599995",,BTL,US,,W K Kellogg Airport,,KBTL
Butte,,"-112.49700164794922, 45.95479965209961",,BTM,US,,Bert Mooney Airport,,KBTM
Baton Rouge,,"-91.149597, 30.533199",,BTR,US,,Baton Rouge Metropolitan Airport,,KBTR
Burlington,,"-73.15329742429999, 44.471900939899996",,BTV,US,,Burlington International Airport,,KBTV
Buffalo,,"-78.73220062, 42.94049835",,BUF,US,,Buffalo Niagara International Airport,,KBUF
Burbank,,"-118.35900115966797, 34.20069885253906",,BUR,US,,Bob Hope Airport,,KBUR
Beaver Falls,,"-80.39140319820001, 40.7724990845",,BFP,US,,Beaver County Airport,,KBVI
Beverly,,"-70.91649627689999, 42.584201812699995",,BVY,US,,Beverly Municipal Airport,,KBVY
Bowling Green,,"-86.41970062259999, 36.964500427199994",,BWG,US,,Bowling Green Warren County Regional Airport,,KBWG
Baltimore,,"-76.668297, 39.1754",,BWI,US,,Baltimore/Washington International Thurgood Marshall Airport,,KBWI
Blytheville,,"-89.94400024410001, 35.9642982483",,BYH,US,,Arkansas International Airport,,KBYH
Burley,,"-113.772003174, 42.542598724399994",,BYI,US,,Burley Municipal Airport,,KBYI
Fort Irwin/Barstow,,"-116.629997253, 35.2804985046",,BYS,US,,Bicycle Lake Army Air Field,,KBYS
Bozeman,,"-111.1529999, 45.77750015",,BZN,US,,Gallatin Field,,KBZN
Columbia,,"-81.11949920654297, 33.93880081176758",,CAE,US,,Columbia Metropolitan Airport,,KCAE
Akron,,"-81.44219970703125, 40.916099548339844",,CAK,US,,Akron Canton Regional Airport,,KCAK
Caribou,,"-68.0178985596, 46.871498107899995",,CAR,US,,Caribou Municipal Airport,,KCAR
Columbus,,"-88.44380187990001, 33.6437988281",,CBM,US,,Columbus Air Force Base,,KCBM
Charles City,,"-92.6108016968, 43.0726013184",,CCY,US,,Northeast Iowa Regional Airport,,KCCY
Cedar City,,"-113.0989990234375, 37.70100021362305",,CDC,US,,Cedar City Regional Airport,,KCDC
Chadron,,"-103.095001221, 42.837600708",,CDR,US,,Chadron Municipal Airport,,KCDR
Childress,,"-100.288002014, 34.4337997437",,CDS,US,,Childress Municipal Airport,,KCDS
Crescent City,,"-124.2369995, 41.78020096",,CEC,US,,Jack Mc Namara Field Airport,,KCEC
Springfield/Chicopee,,"-72.53479767, 42.19400024",,CEF,US,,Westover ARB/Metropolitan Airport,,KCEF
Crestview,,"-86.522102356, 30.778799057",,CEW,US,,Bob Sikes Airport,,KCEW
Cleveland,,"-81.4863967896, 41.5651016235",,CGF,US,,Cuyahoga County Airport,,KCGF
Cape Girardeau,,"-89.57080078125, 37.22529983520508",,CGI,US,,Cape Girardeau Regional Airport,,KCGI
Chattanooga,,"-85.20379638671875, 35.035301208496094",,CHA,US,,Lovell Field,,KCHA
Charlottesville,,"-78.4529037475586, 38.13859939575195",,CHO,US,,Charlottesville Albemarle Airport,,KCHO
Charleston,,"-80.04049683, 32.89860153",,CHS,US,,Charleston Air Force Base-International Airport,,KCHS
Cedar Rapids,,"-91.71080017089844, 41.884700775146484",,CID,US,,The Eastern Iowa Airport,,KCID
Sault Ste Marie,,"-84.47239685058594, 46.25080108642578",,CIU,US,,Chippewa County International Airport,,KCIU
Clarksburg,,"-80.2281036377, 39.2966003418",,CKB,US,,North Central West Virginia Airport,,KCKB
Cleveland,,"-81.8498001099, 41.4117012024",,CLE,US,,Cleveland Hopkins International Airport,,KCLE
College Station,,"-96.36380005, 30.58860016",,CLL,US,,Easterwood Field,,KCLL
Port Angeles,,"-123.5, 48.120201110839844",,CLM,US,,William R Fairchild International Airport,,KCLM
Charlotte,,"-80.94309997558594, 35.2140007019043",,CLT,US,,Charlotte Douglas International Airport,,KCLT
Columbus,,"-82.891899, 39.998001",,CMH,US,,John Glenn Columbus International Airport,,KCMH
Champaign/Urbana,,"-88.27809906, 40.03919983",,CMI,US,,University of Illinois Willard Airport,,KCMI
Hancock,,"-88.48909759521484, 47.168399810791016",,CMX,US,,Houghton County Memorial Airport,,KCMX
Carlsbad,,"-104.26300048828125, 32.337501525878906",,CNM,US,,Cavern City Air Terminal,,KCNM
Chanute,,"-95.4850997925, 37.668800354",,CNU,US,,Chanute Martin Johnson Airport,,KCNU
Cody,,"-109.024002075, 44.520198822",,COD,US,,Yellowstone Regional Airport,,KCOD
Coeur d'Alene,,"-116.8199997, 47.77429962",,COE,US,,Coeur D'Alene - Pappy Boyington Field,,KCOE
Cocoa Beach,,"-80.6100997925, 28.2348995209",,COF,US,,Patrick Air Force Base,,KCOF
Concord,,"-71.50229645, 43.20270157",,CON,US,,Concord Municipal Airport,,KCON
Colorado Springs,,"-104.700996, 38.805801",,COS,US,,City of Colorado Springs Municipal Airport,,KCOS
Columbia,,"-92.219597, 38.8181",,COU,US,,Columbia Regional Airport,,KCOU
Casper,,"-106.463997, 42.908001",,CPR,US,,Casper-Natrona County International Airport,,KCPR
North Myrtle Beach,,"-78.72389984130001, 33.8116989136",,CRE,US,,Grand Strand Airport,,KCRE
Jacksonville,,"-81.51439666750001, 30.3362998962",,CRG,US,,Jacksonville Executive at Craig Airport,,KCRG
Corpus Christi,,"-97.5011978149414, 27.77039909362793",,CRP,US,,Corpus Christi International Airport,,KCRP
Carlsbad,,"-117.2799988, 33.12829971",,CLD,US,,Mc Clellan-Palomar Airport,,KCRQ
Charleston,,"-81.59320068359375, 38.37310028076172",,CRW,US,,Yeager Airport,,KCRW
Columbus,,"-84.93890380859375, 32.516300201416016",,CSG,US,,Columbus Metropolitan Airport,,KCSG
Crossville,,"-85.08499908450001, 35.9513015747",,CSV,US,,Crossville Memorial Whitson Field,,KCSV
Cut Bank,,"-112.375999451, 48.6083984375",,CTB,US,,Cut Bank International Airport,,KCTB
Columbia,,"-80.9952011108, 33.970500946",,CUB,US,,Jim Hamilton L.B. Owens Airport,,KCUB
Cincinnati / Covington,,"-84.667801, 39.048801",,CVG,US,,Cincinnati Northern Kentucky International Airport,,KCVG
Corvallis,,"-123.2900009, 44.49720001",,CVO,US,,Corvallis Municipal Airport,,KCVO
Clovis,,"-103.321998596, 34.3828010559",,CVS,US,,Cannon Air Force Base,,KCVS
Mosinee,,"-89.6668014526, 44.7775993347",,CWA,US,,Central Wisconsin Airport,,KCWA
Houston,,"-95.414497, 30.351801",,CXO,US,,Conroe-North Houston Regional Airport,,KCXO
Cheyenne,,"-104.8119965, 41.15570068",,CYS,US,,Cheyenne Regional Jerry Olson Field,,KCYS
Nankoku,,"133.668938, 33.546259",,KCZ,JP,,Kochi Airport (������������������������),,RJOK
Fort Belvoir,,"-77.1809997559, 38.715000152600005",,DAA,US,,Davison Army Air Field,,KDAA
Daytona Beach,,"-81.058098, 29.179899",,DAB,US,,Daytona Beach International Airport,,KDAB
Daggett,,"-116.7870026, 34.85369873",,DAG,US,,Barstow Daggett Airport,,KDAG
Dallas,,"-96.851799, 32.847099",,DAL,US,,Dallas Love Field,,KDAL
Danville,,"-79.33609771728516, 36.572898864746094",,DAN,US,,Danville Regional Airport,,KDAN
Dayton,,"-84.21939849853516, 39.902400970458984",,DAY,US,,James M Cox Dayton International Airport,,KDAY
Dubuque,,"-90.70950317, 42.40200043",,DBQ,US,,Dubuque Regional Airport,,KDBQ
Washington,,"-77.037697, 38.8521",,DCA,US,,Ronald Reagan Washington National Airport,,KDCA
Dodge City,,"-99.9655990600586, 37.76340103149414",,DDC,US,,Dodge City Regional Airport,,KDDC
Decatur,,"-88.8656997680664, 39.834598541259766",,DEC,US,,Decatur Airport,,KDEC
Denver,,"-104.672996521, 39.861698150635",,DEN,US,,Denver International Airport,,KDEN
Detroit,,"-83.00990295, 42.40919876",,DET,US,,Coleman A. Young Municipal Airport,,KDET
Dallas-Fort Worth,,"-97.038002, 32.896801",,DFW,US,,Dallas Fort Worth International Airport,,KDFW
Dothan,,"-85.44960021972656, 31.321300506591797",,DHN,US,,Dothan Regional Airport,,KDHN
Dalhart,,"-102.54699707, 36.0225982666",,DHT,US,,Dalhart Municipal Airport,,KDHT
Dickinson,,"-102.802001953, 46.7974014282",,DIK,US,,Dickinson Theodore Roosevelt Regional Airport,,KDIK
Del Rio,,"-100.778002, 29.359501",,DLF,US,,DLF Airport,,KDLF
Duluth,,"-92.19360351559999, 46.8420982361",,DLH,US,,Duluth International Airport,,KDLH
The Dalles,,"-121.166999817, 45.6184997559",,DLS,US,,Columbia Gorge Regional the Dalles Municipal Airport,,KDLS
Tucson,,"-110.883003235, 32.1665000916",,DMA,US,,Davis Monthan Air Force Base,,KDMA
Deming,,"-107.721000671, 32.262298584",,DMN,US,,Deming Municipal Airport,,KDMN
Augusta,,"-82.0393981934, 33.4664993286",,DNL,US,,Daniel Field,,KDNL
Dover,,"-75.46600342, 39.12950134",,DOV,US,,Dover Air Force Base,,KDOV
Chicago/West Chicago,,"-88.24859619, 41.90779877",,DPA,US,,Dupage Airport,,KDPA
Mercury,,"-116.032997, 36.6194",,DRA,US,,Desert Rock Airport,,KDRA
De Ridder,,"-93.33989715579999, 30.8316993713",,DRI,US,,Beauregard Regional Airport,,KDRI
Del Rio,,"-100.927001953, 29.3742008209",,DRT,US,,Del Rio International Airport,,KDRT
Des Moines,,"-93.66310119628906, 41.534000396728516",,DSM,US,,Des Moines International Airport,,KDSM
Detroit,,"-83.35340118408203, 42.212398529052734",,DTW,US,,Detroit Metropolitan Wayne County Airport,,KDTW
Douglas Bisbee,,"-109.603996277, 31.4689998627",,DUG,US,,Bisbee Douglas International Airport,,KDUG
Dubois,,"-78.8986969, 41.17829895",,DUJ,US,,DuBois Regional Airport,,KDUJ
Abilene,,"-99.854598999, 32.4207992554",,DYS,US,,Dyess Air Force Base,,KDYS
Wenatchee,,"-120.207000732, 47.3988990784",,EAT,US,,Pangborn Memorial Airport,,KEAT
Eau Claire,,"-91.48429870605469, 44.86579895019531",,EAU,US,,Chippewa Valley Regional Airport,,KEAU
Elizabeth City,,"-76.17459869, 36.26060104",,ECG,US,,Elizabeth City Regional Airport & Coast Guard Air Station,,KECG
Panama City Beach,,"-85.795414, 30.357106",,ECP,US,,Northwest Florida Beaches International Airport,,KECP
Edwards,,"-117.884003, 34.905399",,EDW,US,,Edwards Air Force Base,,KEDW
Needles,,"-114.623001099, 34.7663002014",,EED,US,,Needles Airport,,KEED
Keene,,"-72.27079772949219, 42.898399353027344",,EEN,US,,Dillant Hopkins Airport,,KEEN
Houston,,"-95.1587982178, 29.607299804700002",,EFD,US,,Ellington Airport,,KEFD
Eagle,,"-106.9179993, 39.64260101",,EGE,US,,Eagle County Regional Airport,,KEGE
Crestview,,"-86.52290344, 30.65040016",,EGI,US,,Duke Field,,KEGI
Eureka,,"-124.112998962, 40.803398132299996",,EKA,US,,Murray Field,,KEKA
Elkins,,"-79.85710144, 38.88940048",,EKN,US,,Elkins-Randolph Co-Jennings Randolph Field,,KEKN
Elko,,"-115.79199981689453, 40.82490158081055",,EKO,US,,Elko Regional Airport,,KEKO
El Dorado,,"-92.81330108642578, 33.22100067138672",,ELD,US,,South Arkansas Regional At Goodwin Field,,KELD
Elmira/Corning,,"-76.8916015625, 42.1599006652832",,ELM,US,,Elmira Corning Regional Airport,,KELM
Ely,,"-91.83070374, 47.82450104",,LYU,US,,Ely Municipal Airport,,KELO
El Paso,,"-106.3779984, 31.80719948",,ELP,US,,El Paso International Airport,,KELP
Ely,,"-114.8420029, 39.29970169",,ELY,US,,Ely Airport Yelland Field,,KELY
Enid,,"-97.9164962769, 36.339199066199996",,END,US,,Vance Air Force Base,,KEND
Wendover,,"-114.03099823, 40.7187004089",,ENV,US,,Wendover Airport,,KENV
Kenosha,,"-87.92780304, 42.59569931",,ENW,US,,Kenosha Regional Airport,,KENW
Erie,,"-80.1738667488, 42.0831270134",,ERI,US,,Erie International Tom Ridge Field,,KERI
Alexandria,,"-92.2957992554, 31.3948993683",,ESF,US,,Esler Regional Airport,,KESF
Eugene,,"-123.21199798583984, 44.12459945678711",,EUG,US,,Mahlon Sweet Field,,KEUG
Evansville,,"-87.5324020386, 38.0369987488",,EVV,US,,Evansville Regional Airport,,KEVV
Evanston,,"-111.0350037, 41.27479935",,EVW,US,,Evanston-Uinta County Airport-Burns Field,,KEVW
New Bedford,,"-70.95690155029297, 41.67610168457031",,EWB,US,,New Bedford Regional Airport,,KEWB
New Bern,,"-77.04290008539999, 35.0730018616",,EWN,US,,Coastal Carolina Regional Airport,,KEWN
Newark,,"-74.168701171875, 40.692501068115234",,EWR,US,,Newark Liberty International Airport,,KEWR
Key West,,"-81.75959777832031, 24.556100845336914",,EYW,US,,Key West International Airport,,KEYW
Fort Eustis,,"-76.60880279540001, 37.132499694799996",,FAF,US,,Felker Army Air Field,,KFAF
Fargo,,"-96.81580352783203, 46.92070007324219",,FAR,US,,Hector International Airport,,KFAR
Fresno,,"-119.718002, 36.776199",,FAT,US,,Fresno Yosemite International Airport,,KFAT
Fayetteville,,"-78.88030242919922, 34.9911994934082",,FAY,US,,Fayetteville Regional Grannis Field,,KFAY
Fort Bragg,,"-78.93669891, 35.13180161",,FBG,US,,Simmons Army Air Field,,KFBG
Fort Carson,,"-104.7570038, 38.67839813",,FCS,US,,Butts AAF (Fort Carson) Air Field,,KFCS
Findlay,,"-83.66870117190001, 41.013500213600004",,FDY,US,,Findlay Airport,,KFDY
Dayton,,"-84.0483016968, 39.8260993958",,FFO,US,,Wright-Patterson Air Force Base,,KFFO
Fort Huachuca / Sierra Vista,,"-110.348225, 31.587383",,FHU,US,,Sierra Vista Municipal Airport / Libby Army Air Field,,KFHU
Franklin,,"-79.8603973389, 41.3778991699",,FKL,US,,Venango Regional Airport,,KFKL
Flagstaff,,"-111.6709976, 35.13850021",,FLG,US,,Flagstaff Pulliam Airport,,KFLG
Fort Lauderdale,,"-80.152702, 26.072599",,FLL,US,,Fort Lauderdale Hollywood International Airport,,KFLL
Florence,,"-79.7238998413086, 34.18539810180664",,FLO,US,,Florence Regional Airport,,KFLO
Fort Meade(Odenton),,"-76.7593994141, 39.08539962769999",,FME,US,,Tipton Airport,,KFME
Farmington,,"-108.230003357, 36.741199493399996",,FMN,US,,Four Corners Regional Airport,,KFMN
Fort Myers,,"-81.86329650879999, 26.58659935",,FMY,US,,Page Field,,KFMY
Flint,,"-83.74359893798828, 42.96540069580078",,FNT,US,,Bishop International Airport,,KFNT
Fort Dodge,,"-94.19259644, 42.55149841",,FOD,US,,Fort Dodge Regional Airport,,KFOD
Topeka,,"-95.66359710690001, 38.950901031499995",,FOE,US,,Topeka Regional Airport - Forbes Field,,KFOE
Fort Pierce,,"-80.36830139, 27.49510002",,FPR,US,,St Lucie County International Airport,,KFPR
Farmingdale,,"-73.4133987427, 40.7288017273",,FRG,US,,Republic Airport,,KFRG
Fort Riley(Junction City),,"-96.76450348, 39.05530167",,FRI,US,,Marshall Army Air Field,,KFRI
Sioux Falls,,"-96.741897583, 43.582000732400004",,FSD,US,,Joe Foss Field Airport,,KFSD
Fort Sill,,"-98.40219879, 34.64979935",,FSI,US,,Henry Post Army Air Field (Fort Sill),,KFSI
Fort Smith,,"-94.36740112304688, 35.33660125732422",,FSM,US,,Fort Smith Regional Airport,,KFSM
Fort Stockton,,"-102.916000366, 30.9157009125",,FST,US,,Fort Stockton Pecos County Airport,,KFST
Fort Knox,,"-85.9720993042, 37.907100677500004",,FTK,US,,Godman Army Air Field,,KFTK
Fort Worth,,"-97.362396, 32.819801",,FTW,US,,Fort Worth Meacham International Airport,,KFTW
Atlanta,,"-84.5214004517, 33.7790985107",,FTY,US,,Fulton County Airport Brown Field,,KFTY
Fort Wayne,,"-85.19509888, 40.97850037",,FWA,US,,Fort Wayne International Airport,,KFWA
Fort Lauderdale,,"-80.1707000732, 26.1972999573",,FXE,US,,Fort Lauderdale Executive Airport,,KFXE
Fayetteville,,"-94.17009735107422, 36.00510025024414",,FYV,US,,Drake Field,,KFYV
Gillette,,"-105.539001465, 44.348899841299996",,GCC,US,,Gillette Campbell County Airport,,KGCC
Garden City,,"-100.723999023, 37.9275016785",,GCK,US,,Garden City Regional Airport,,KGCK
Grand Canyon,,"-112.14700317382812, 35.95240020751953",,GCN,US,,Grand Canyon National Park Airport,,KGCN
Glendive,,"-104.8069992, 47.13869858",,GDV,US,,Dawson Community Airport,,KGDV
Spokane,,"-117.53399658203125, 47.61989974975586",,GEG,US,,Spokane International Airport,,KGEG
Grand Forks,,"-97.176102, 47.949299",,GFK,US,,Grand Forks International Airport,,KGFK
Glens Falls,,"-73.6102981567, 43.3412017822",,GFL,US,,Floyd Bennett Memorial Airport,,KGFL
Longview,,"-94.71150207519531, 32.38399887084961",,GGG,US,,East Texas Regional Airport,,KGGG
Glasgow,,"-106.614998, 48.212502",,GGW,US,,Wokal Field/Glasgow-Valley County Airport,,KGGW
Grand Junction,,"-108.527000427, 39.1223983765",,GJT,US,,Grand Junction Regional Airport,,KGJT
Goodland,,"-101.6989975, 39.37060165",,GLD,US,,Renner Field-Goodland Municipal Airport,,KGLD
Greenville,,"-90.98560333251953, 33.4828987121582",,GLH,US,,Mid Delta Regional Airport,,KGLH
Galveston,,"-94.86039733886719, 29.265300750732422",,GLS,US,,Scholes International At Galveston Airport,,KGLS
Greenville,,"-82.34999847410002, 34.847900390599996",,GMU,US,,Greenville Downtown Airport,,KGMU
Gainesville,,"-82.2717971802, 29.6900997162",,GNV,US,,Gainesville Regional Airport,,KGNV
Groton (New London),,"-72.04509735107422, 41.330101013183594",,GON,US,,Groton New London Airport,,KGON
Kalispell,,"-114.25599670410156, 48.31050109863281",,FCA,US,,Glacier Park International Airport,,KGPI
Gulfport,,"-89.07009887695312, 30.40730094909668",,GPT,US,,Gulfport Biloxi International Airport,,KGPT
Green Bay,,"-88.12960052490234, 44.48509979248047",,GRB,US,,Austin Straubel International Airport,,KGRB
Fort Lewis/Tacoma,,"-122.5810013, 47.07920074",,GRF,US,,Gray Army Air Field,,KGRF
Grand Island,,"-98.30960083007812, 40.967498779296875",,GRI,US,,Central Nebraska Regional Airport,,KGRI
Fort Hood/Killeen,,"-97.82890319820001, 31.067199707",,GRK,US,,Robert Gray  Army Air Field Airport,,KGRK
Grand Rapids,,"-85.52279663, 42.88079834",,GRR,US,,Gerald R. Ford International Airport,,KGRR
Goldsboro,,"-77.96060181, 35.33940125",,GSB,US,,Seymour Johnson Air Force Base,,KGSB
Greensboro,,"-79.93730163574219, 36.097801208496094",,GSO,US,,Piedmont Triad International Airport,,KGSO
Greenville,,"-82.2189025879, 34.8956985474",,GSP,US,,Greenville Spartanburg International Airport,,KGSP
Great Falls,,"-111.3710022, 47.48199844",,GTF,US,,Great Falls International Airport,,KGTF
Columbus/W Point/Starkville,,"-88.5914001465, 33.450298309299995",,GTR,US,,Golden Triangle Regional Airport,,KGTR
Gallup,,"-108.789001465, 35.511100769",,GUP,US,,Gallup Municipal Airport,,KGUP
Peru,,"-86.1520996094, 40.648101806599996",,GUS,US,,Grissom Air Reserve Base,,KGUS
Guymon,,"-101.508003235, 36.6851005554",,GUY,US,,Guymon Municipal Airport,,KGUY
Greenwood,,"-90.0847015381, 33.4943008423",,GWO,US,,Greenwood������Leflore Airport,,KGWO
Gary,,"-87.41280364990234, 41.61629867553711",,GYY,US,,Gary Chicago International Airport,,KGYY
Hattiesburg,,"-89.25279999, 31.26479912",,HBG,US,,Hattiesburg Bobby L Chain Municipal Airport,,KHBG
Hobart,,"-99.051313, 34.991317",,HBR,US,,Hobart Regional Airport,,KHBR
Hartford,,"-72.649398803711, 41.736698150635",,HFD,US,,Hartford Brainard Airport,,KHFD
Hagerstown,,"-77.72949982, 39.707901",,HGR,US,,Hagerstown Regional Richard A Henson Field,,KHGR
Hawthorne,,"-118.334999, 33.922798",,HHR,US,,Jack Northrop Field Hawthorne Municipal Airport,,KHHR
Hibbing,,"-92.83899689, 47.38660049",,HIB,US,,Range Regional Airport,,KHIB
Ogden,,"-111.973086, 41.12403",,HIF,US,,Hill Air Force Base,,KHIF
Portland,,"-122.949997, 45.540401",,HIO,US,,Portland Hillsboro Airport,,KHIO
Hickory,,"-81.38950348, 35.74110031",,HKY,US,,Hickory Regional Airport,,KHKY
Wheeling,,"-80.6463012695, 40.1749992371",,HLG,US,,Wheeling Ohio County Airport,,KHLG
Helena,,"-111.98300170898438, 46.6068000793457",,HLN,US,,Helena Regional Airport,,KHLN
Fort Hood(Killeen),,"-97.71450042720001, 31.138700485199998",,HLR,US,,Hood Army Air Field,,KHLR
Alamogordo,,"-106.107002258, 32.8525009155",,HMN,US,,Holloman Air Force Base,,KHMN
Hobbs,,"-103.2170029, 32.6875",,HOB,US,,Lea County Regional Airport,,KHOB
Huron,,"-98.22850036621094, 44.38520050048828",,HON,US,,Huron Regional Airport,,KHON
Fort Campbell/Hopkinsville,,"-87.49620056150002, 36.668598175",,HOP,US,,Campbell AAF (Fort Campbell) Air Field,,KHOP
Hot Springs,,"-93.09619903564453, 34.47800064086914",,HOT,US,,Memorial Field,,KHOT
Houston,,"-95.27890015, 29.64539909",,HOU,US,,William P Hobby Airport,,KHOU
White Plains,,"-73.70760345458984, 41.06700134277344",,HPN,US,,Westchester County Airport,,KHPN
Hoquiam,,"-123.93699646, 46.971199035599994",,HQM,US,,Bowerman Airport,,KHQM
Harlingen,,"-97.65440368652344, 26.228500366210938",,HRL,US,,Valley International Airport,,KHRL
Harrison,,"-93.15470123291016, 36.26150131225586",,HRO,US,,Boone County Airport,,KHRO
Homestead,,"-80.38359833, 25.48859978",,HST,US,,Homestead ARB Airport,,KHST
Huntsville,,"-86.775100708008, 34.637199401855",,HSV,US,,Huntsville International Carl T Jones Field,,KHSV
Huntington,,"-82.55799866, 38.36669922",,HTS,US,,Tri-State/Milton J. Ferguson Field,,KHTS
Redstone Arsnl Huntsville,,"-86.68479919, 34.67869949",,HUA,US,,Redstone Army Air Field,,KHUA
